,StartDate,BatchNumber,CustItem,Dryer,Flow,Hygroscopicity,Bulk Density,Moisture,ScheduledDryQty,ActualDryQty,YieldPercentage,DryingTime_Hrs,CleanTime_Hrs,DownTime_Hrs,TotalRunTime_Hrs,ProdLine,Rate
1723,2016-12-18 05:52:16.770,NJSD327878,13906-0000,Dryer 02,Good,Medium,,5% Max,1035.551,936.7,90.5,3.8,5.3,0.4,9.5,Flavors,246.50000000000003
1724,2016-12-18 11:15:55.323,NJSD328613,23087-0000,Dryer 01,Good,Medium,,5% Max,2605.139,2419.7999,92.9,4.5,8.1,0.1,12.8,Flavors,537.7333111111111
1725,2016-12-18 16:01:33.470,NJSD328734,15169-0000,Dryer 02,Good,Medium,,5% Max.,1071.1818,930.0,86.8,2.9,12.0,0.2,15.1,Flavors,320.6896551724138
1726,2016-12-18 19:52:24.000,NJSD328572,41381-0000,Dryer 01,Good,Medium,,5% MAX,572.05,457.0,79.9,1.5,15.4,0.0,16.9,Flavors,304.6666666666667
1727,2016-12-19 01:25:07.757,NJSD329290,10031-0000,Dryer 03,Good,Medium,,5% Max,10103.1493,9600.0,95.0,9.7,9.6,8.6,28.0,Flavors,989.6907216494847
1728,2016-12-19 04:32:27.923,NJSD327934,23388-0000,Dryer 04,Good,Medium,,1.7% Max,1874.7495,1685.5999,89.9,10.5,5.3,6.6,22.4,Fragrance,160.5333238095238
1729,2016-12-19 13:34:10.110,PASD327376,42019-0000,Dryer 09,Good,Medium,,5% Max,253.6279,224.9,88.7,50.2,2.9,18.7,71.7,Flavors,4.4800796812749
1730,2016-12-19 17:26:55.023,NJSD328681,10106-0000,Dryer 01,Good,Medium,,5% Max,798.6942,744.3,93.2,2.1,4.1,2.0,8.2,Flavors,354.4285714285714
1731,2016-12-19 19:05:17.303,NJSD328729,10020-0000,Dryer 02,Good,Medium,,5 % Max.,1191.4439,1141.0,95.8,2.7,8.3,5.0,16.0,Flavors,422.59259259259255
1732,2016-12-20 02:50:56.137,NJSD327367,42011-0000,Dryer 01,Good,Medium,,5% Max,688.1607,626.7,91.1,1.7,3.1,0.7,5.5,Flavors,368.64705882352945
1733,2016-12-20 03:50:31.907,NJSD328566,40551-0000,Dryer 04,Good,Medium,,2.3% Max,717.6105,640.8,89.3,5.2,7.4,0.0,12.5,Fragrance,123.23076923076921
1734,2016-12-20 10:13:29.913,PASD328846,10449-0000,Dryer 07,Good,Medium,,3% Max,13802.6233,13223.9996,95.8,13.7,14.6,0.0,28.3,Vitamin,965.2554452554745
1735,2016-12-20 11:52:38.460,NJSD328731,14011-0000,Dryer 02,Poor,Medium,,5% Max.,5495.1304,5136.0,93.5,11.8,6.6,1.4,19.9,Flavors,435.2542372881356
1736,2016-12-20 13:55:01.000,NJSD327368,42015-0000,Dryer 01,Good,Medium,,5% Max,2189.6217,2185.5,99.8,4.2,5.4,0.7,10.3,Flavors,520.3571428571429
1737,2016-12-20 16:54:34.230,NJSD329413,10345-0000,Dryer 04,Good,Medium,,4% Max,1965.1247,1772.1,90.2,9.5,5.0,0.4,14.9,Chemical,186.53684210526316
1738,2016-12-20 22:32:38.063,PASD328373,40145-0000,Dryer 10,Good,Medium,Target 50g (33g - 68g) per 100 mL,"4.5% Target, 5% Max",4752.3096,3777.0,79.5,14.6,10.2,0.0,24.8,Flavors,258.6986301369863
1739,2016-12-21 02:36:43.993,NJSD327369,41995-0000,Dryer 01,Good,Medium,,5% Max,1496.1365,1447.0,96.7,3.4,4.5,0.2,8.1,Flavors,425.5882352941177
1740,2016-12-21 07:47:04.997,NJSD328733,10098-0000,Dryer 02,Poor,Medium,,5% Max.,2412.0021,3281.0,136.0,6.2,9.2,1.9,17.3,Flavors,529.1935483870967
1741,2016-12-21 08:51:24.887,NJSD329101,10447-0000,Dryer 04,Good,Medium,,3% Max,1311.2118,1194.7,91.1,8.8,4.9,0.9,14.6,Fragrance,135.76136363636363
1742,2016-12-21 11:51:51.093,NJSD328895,41259-0000,Dryer 01,Good,Medium,,2.5% MIN TO 4% MAX,1060.1469,964.0,90.9,1.6,5.9,0.6,8.1,Flavors,602.5
1743,2016-12-21 12:55:24.803,PASD312641,10304-0000,Dryer 06,Good,High,,4% Max,4354.0449,3706.4999,85.1,15.2,5.2,0.2,20.6,Chemical,243.84867763157894
1744,2016-12-21 19:49:26.000,NJSD328122,23160-0000,Dryer 04,Good,Medium,,1.7% Max,633.6911,542.0,85.5,3.8,7.6,0.0,11.4,Fragrance,142.63157894736844
1745,2016-12-21 20:20:54.027,NJSD329263,41681-0000,Dryer 03,Good,Medium,,5% Max,15608.8957,14400.0,92.3,32.6,66.4,20.2,119.1,Flavors,441.7177914110429
1746,2016-12-21 22:06:29.233,NJSD328901,41158-0000,Dryer 01,Good,Medium,,2.5% MIN - 4% MAX,1744.7699,1615.0,92.6,3.3,6.5,0.2,10.0,Flavors,489.39393939393943
1747,2016-12-22 02:25:27.747,NJSD328737,10504-0000,Dryer 02,Good,Medium,,5% Max.,856.4036,729.9,85.2,2.2,6.9,0.6,9.7,Flavors,331.77272727272725
1748,2016-12-22 03:37:55.133,PASD328712,22735-0000,Dryer 07,Good,Medium,,5% Max,9785.9905,9200.0,94.0,16.2,5.7,11.6,33.5,Flavors,567.9012345679013
1749,2016-12-22 08:51:22.137,NJSD328621,23594-0000,Dryer 01,Good,Medium,,5% Max,731.3022,540.0,73.8,1.6,6.2,2.7,10.6,Flavors,337.5
1750,2016-12-22 11:30:36.780,PASD329281,11930-0000,Dryer 06,Good,Medium,,4% Max,5177.7005,4323.1999,83.5,15.9,2.7,0.0,18.6,Chemical,271.8993647798742
1751,2016-12-22 12:40:57.873,NJSD329133,42053-0000,Dryer 04,Good,Medium,,3.5% Minimum - 4.5% Maximum,489.9211,425.7,86.9,2.5,6.3,2.6,11.3,Fragrance,170.28
1752,2016-12-22 15:00:29.580,PASD327363,42007-0000,Dryer 09,Good,Medium,,5% Max,100.9641,86.0,85.2,7.8,8.9,0.0,16.8,Flavors,11.025641025641026
1753,2016-12-23 01:03:17.997,NJSD329529,10562-0000,Dryer 04,Good,Medium,,10% Max,4279.232,4122.7999,96.3,24.1,3.8,6.3,34.1,Fragrance,171.07053526970952
1754,2016-12-23 11:08:34.640,PASD328351,41502-0000,Dryer 08,Good,Medium,,2% MIN; 4% MAX,12254.149,10135.5,82.7,23.1,8.0,14.1,45.2,Flavors,438.7662337662337
1755,2016-12-23 11:08:59.583,NJSD328443,41020-0000,Dryer 01,Good,Medium,,2% MIN TO 4% MAX,5018.6318,4950.0,98.6,7.5,11.1,0.0,18.6,Flavors,660.0
1756,2016-12-23 11:21:34.790,PASD329282,11385-0000,Dryer 06,Good,Medium,,3% Max,3864.5,2689.1999,69.6,12.4,60.3,0.0,72.7,Chemical,216.87095967741936
1757,2016-12-23 15:34:19.757,PASD328929,40640-0000,Dryer 08,Good,Medium,,1.5 - 3.5% MAX,5254.4002,4200.0,79.9,11.2,62.1,2.7,76.0,Flavors,375.0
1758,2016-12-26 14:04:48.413,PASD329283,12011-0000,Dryer 06,Good,Medium,,3.5% Max,1717.5,1403.3,81.7,4.9,6.5,0.0,11.5,Chemical,286.3877551020408
1759,2016-12-26 20:58:08.970,NJSD328521,10013-0000,Dryer 03,Good,Medium,Target = 0.30 g/mL,2 to 4% Max,1856.7216,1805.2,97.2,3.1,10.4,0.0,13.5,Fragrance,582.3225806451613
1760,2016-12-26 23:22:50.750,NJSD327767,10558-0000,Dryer 04,Good,Medium,Record,10% Max.,4280.212,4122.7999,96.3,21.7,0.0,15.6,37.3,Fragrance,189.99077880184333
1761,2016-12-27 02:12:44.697,PASD329284,10695-0000,Dryer 06,Poor,High,,3.5 % Max.,2672.9927,2138.2999,80.0,4.3,9.9,3.1,17.3,Chemical,497.27904651162794
1762,2016-12-27 10:29:21.457,NJSD328982,10022-0000,Dryer 03,Good,Medium,,5% Max,31925.9664,30214.5,94.6,35.9,12.3,12.7,60.9,Fragrance,841.6295264623956
1763,2016-12-27 10:57:36.547,NJSD328371,41225-0000,Dryer 02,Good,Medium,,"Target 3%, 5% MAX",1642.296,1440.0,87.7,3.8,5.4,0.0,9.3,Flavors,378.94736842105266
1764,2016-12-27 15:13:28.960,PASD328694,42027-0000,Dryer 07,Poor,High,,1.5% to 3.5% Max,3132.2344,2795.2,89.2,5.8,0.6,0.6,7.0,Flavors,481.9310344827586
1765,2016-12-27 21:16:34.837,NJSD328547,40471-0000,Dryer 02,Good,Medium,,5% MAX,1194.7194,1036.8,86.8,3.3,4.8,0.7,8.8,Flavors,314.1818181818182
1766,2016-12-28 02:32:21.160,PASD328345,42032-0000,Dryer 07,Poor,High,,1.5% to 3.5% Max,2254.4082,1894.0,84.0,4.3,8.4,2.5,15.2,Flavors,440.4651162790698
1767,2016-12-28 12:43:55.440,NJSD329531,10558-0000,Dryer 04,Good,Medium,Record,10% Max.,4283.152,4310.1999,100.6,20.0,0.1,4.7,24.7,Fragrance,215.50999499999998
1768,2016-12-28 14:56:39.793,NJSD329609,23114-0000,Dryer 02,,,,1% - 4%,1580.1988,1485.4,94.0,4.5,6.0,0.8,11.3,Flavors,330.0888888888889
1769,2016-12-28 15:34:05.260,NJSD329013,23999-0000,Dryer 02,Good,Medium,,5% Max,1896.296,1800.0,94.9,4.6,4.3,6.3,15.1,Flavors,391.304347826087
1770,2016-12-28 18:26:15.150,PASD328692,42023-0000,Dryer 07,Poor,High,,1.5% to 3.5% Max,2191.2975,1984.0,90.5,4.3,4.2,0.0,8.5,Flavors,461.3953488372093
1771,2016-12-29 13:30:07.760,NJSD329532,10558-0000,Dryer 04,Good,Medium,Record,10% Max.,4287.072,4122.7999,96.2,20.1,0.0,1.1,21.2,Fragrance,205.1144228855721
1772,2016-12-29 22:14:57.330,PASD328893,40158-0000,Dryer 07,Good,Medium,,6% Max,5629.609,5200.0,92.4,11.7,5.4,0.7,17.8,Flavors,444.44444444444446
1773,2016-12-29 23:43:46.273,PASD329102,10427-0000,Dryer 08,Good,Medium,,5 % MAx.,5635.3272,5497.1,97.5,8.9,5.4,3.6,17.9,Flavors,617.6516853932584
1774,2016-12-30 00:09:09.733,NJSD328892,10389-0000,Dryer 03,Good,Low,,2% Max,14394.4442,12743.0,88.5,14.7,5.5,8.3,28.4,Chemical,866.8707482993198
1775,2016-12-30 10:48:58.850,NJSD329533,10558-0000,Dryer 04,Good,Medium,Record,10% Max.,4285.112,3791.5999,88.5,20.5,11.5,11.0,43.1,Fragrance,184.95609268292685
1776,2017-01-02 13:15:18.123,NJSD315572,24000-0000,Dryer 02,Good,Medium,,5% MAX,8292.7785,7759.0,93.6,20.2,6.1,0.4,26.8,Flavors,384.1089108910891
1777,2017-01-02 13:18:49.703,NJSD328262,10316-0000,Dryer 01,Good,Medium,,5% Max,2273.2866,2177.7999,95.8,3.8,5.0,1.0,9.8,Flavors,573.1052368421052
1778,2017-01-02 15:06:32.217,NJSD329534,10558-0000,Dryer 03,Good,Medium,Record,10% Max.,4285.112,3185.7999,74.3,6.7,0.2,18.0,24.9,Fragrance,475.4925223880597
1779,2017-01-02 20:29:38.000,NJSD328565,40649-0000,Dryer 01,Good,Medium,,1.5 - 3.5% Max,3374.7013,2789.5,82.7,11.5,16.8,12.3,40.7,Flavors,242.56521739130434
1780,2017-01-03 13:08:14.853,NJSD329109,42048-0000,Dryer 04,Good,Medium,,2% Max,357.8335,311.6,87.1,2.0,5.4,4.7,12.1,Fragrance,155.8
1781,2017-01-03 16:26:06.210,NJSD329535,10558-0000,Dryer 03,Good,Medium,Record,10% Max.,2142.066,1538.7999,71.8,4.2,7.3,2.8,14.3,Fragrance,366.38092857142857
1782,2017-01-03 19:40:06.300,PASD329481,41733-0000,Dryer 07,Good,Medium,TAPPED 48g - 60g per 100cc,Target - 3% (5% Max),783.999,643.6,82.1,1.1,13.9,0.0,15.0,Vitamin,585.090909090909
1783,2017-01-03 20:04:13.817,PASD328793,41636-0000,Dryer 08,Good,Medium,,"4% Target, 3% to 5% Max",11174.7647,9738.4,88.1,15.8,17.1,11.8,44.7,Flavors,616.3544303797468
1784,2017-01-03 20:07:57.363,PASD327780,23423-0000,Dryer 06,Good,High,,3% Max,24083.5814,18960.3997,78.7,93.6,2.7,25.1,121.4,Flavors,202.5683728632479
1785,2017-01-03 22:24:36.000,NJSD329690,10554-0000,Dryer 04,Good,Medium,,10% Max.,4280.212,4122.7999,96.3,17.7,0.1,1.9,19.7,Fragrance,232.92654802259887
1786,2017-01-04 06:52:45.293,NJSD328548,23142-0000,Dryer 02,Good,Medium,,5% Max,13965.648,13444.3996,96.3,23.6,8.9,0.4,32.9,Flavors,569.6779491525424
1787,2017-01-04 10:31:38.133,PASD328741,40478-0000,Dryer 09,Good,None,,5% Max,548.7912,467.7,85.2,32.9,11.1,0.4,44.5,Flavors,14.21580547112462
1788,2017-01-04 13:03:58.427,PASD328303,15189-0000,Dryer 07,Good,Medium,,5% Max.,21732.725,22830.15,105.0,25.4,20.1,0.3,45.8,Flavors,898.8248031496064
1789,2017-01-04 21:58:51.653,NJSD329691,10554-0000,Dryer 04,Good,Medium,,10% Max.,4287.072,4252.0999,99.2,16.7,9.3,0.8,26.7,Fragrance,254.61676047904194
1790,2017-01-05 01:46:50.147,NJSD328795,41830-0000,Dryer 01,Good,Medium,,1.5% Min to 3.5% Max,2269.942,2232.0,98.3,2.8,4.6,4.3,11.7,Flavors,797.1428571428572
1791,2017-01-05 14:15:26.240,NJSD329191,42038-0000,Dryer 03,Good,Medium,,3% Max,1180.1,491.4,41.6,8.9,14.4,1.7,25.0,Chemical,55.21348314606741
1792,2017-01-05 14:51:19.040,NJSD328941,42068-0000,Dryer 01,Good,Medium,,6% Max,153.2633,125.0,81.6,0.5,6.1,1.0,7.5,Vitamin,250.0
1793,2017-01-05 16:33:51.170,NJSD329763,23169-0000,Dryer 02,Good,Low,,5% Max,3693.357,3566.5999,96.6,6.6,7.9,0.7,15.2,Flavors,540.3939242424243
1794,2017-01-05 19:32:52.400,PASD328831,24053-0000,Dryer 10,Good,Medium,,5% Max,13545.531,11596.4997,85.6,10.6,5.0,1.7,17.3,Flavors,1094.0094056603775
1795,2017-01-06 00:23:03.970,NJSD329268,42043-0000,Dryer 01,Good,Medium,0.45 - 0.65 g/cc,Target <4 % (MAX 6.0%),643.0696,384.8,59.8,1.2,5.3,1.4,7.9,Flavors,320.6666666666667
1796,2017-01-06 00:44:55.493,NJSD328975,10681-0000,Dryer 04,Good,Medium,0.47 to 0.55 g/cc,1.7% Max,360.7295,296.8,82.3,2.7,5.8,0.0,8.5,Fragrance,109.92592592592592
1797,2017-01-06 09:20:57.697,NJSD329247,40689-0000,Dryer 04,Good,Medium,,4% Max,2622.2166,2332.1999,88.9,16.0,5.8,2.1,23.8,Fragrance,145.76249375
1798,2017-01-06 13:02:52.083,PASD329507,42063-0000,Dryer 07,Good,Medium,RECORD,4% Max,742.0,683.3,92.1,1.3,29.1,1.0,31.3,Food Additive,525.6153846153845
1799,2017-01-06 14:03:44.570,NJSD329407,42072-0000,Dryer 01,Good,Medium,,6% Max,48.7775,22.0,45.1,0.1,4.3,0.0,4.4,Vitamin,220.0
1800,2017-01-06 17:43:22.000,NJSD328450,40703-0000,Dryer 02,Good,Medium,,1.5% - 4.0% MAX,25801.4163,24297.5,94.2,66.9,16.0,13.5,96.4,Flavors,363.19133034379666
1801,2017-01-06 19:38:28.600,NJSD329485,23470-0000,Dryer 01,Poor,Medium,,5% Max,766.6088,759.4,99.1,1.8,7.0,0.0,8.8,Flavors,421.88888888888886
1802,2017-01-07 04:55:34.783,NJSD329166,40980-0000,Dryer 01,Good,Medium,,TARGET 3% - 5%,637.6808,528.2,82.8,1.7,7.4,0.0,9.1,Flavors,310.7058823529412
1803,2017-01-07 09:43:02.360,NJSD329220,40080-0000,Dryer 04,Good,Medium,,Less Than 4%,3495.2625,3140.6999,89.9,23.9,5.6,0.0,29.5,Fragrance,131.41003765690377
1804,2017-01-07 15:13:19.750,NJSD328974,41091-0000,Dryer 01,Good,Medium,,"2.5% MIN, 4% MAX",4711.999,4383.5,93.0,7.1,4.8,3.3,15.2,Flavors,617.3943661971831
1805,2017-01-08 07:41:12.470,NJSD329322,41032-0000,Dryer 01,Good,Medium,,2% MIN to 4% MAX,5105.2654,4496.5,88.1,11.5,7.9,0.7,20.1,Flavors,391.0
1806,2017-01-08 15:46:37.730,NJSD329217,24119-0000,Dryer 04,Good,Medium,,1.8% Max,513.4145,477.1,92.9,3.1,4.8,0.3,8.3,Fragrance,153.90322580645162
1807,2017-01-09 09:05:35.000,NJSD329037,40314-0000,Dryer 01,Good,Medium,,5% Max,11186.6385,10995.7,98.3,23.9,5.7,13.7,43.4,Flavors,460.071129707113
1808,2017-01-09 12:00:19.540,PASD329040,10455-0000,Dryer 07,Good,Medium,,5 % Max.,21287.8981,21433.9,100.7,20.7,3.7,2.0,26.4,Flavors,1035.4541062801934
1809,2017-01-09 12:36:17.660,NJSD329960,42085-0000,Dryer 04,Good,Medium,RECORD,2.5% MAX,277.5468,237.6,85.6,1.4,7.3,0.0,8.7,Fragrance,169.71428571428572
1810,2017-01-09 14:33:58.587,PASD329216,40600-0000,Dryer 06,Good,Medium,,See Instructions,7004.8591,6058.5,86.5,16.4,4.1,3.1,23.7,Flavors,369.4207317073171
1811,2017-01-09 16:20:16.273,NJSD328987,22713-0000,Dryer 03,Good,Medium,,Target 2 to 4% Max,32197.696,29657.4,92.1,34.0,10.1,9.9,53.9,Fragrance,872.2764705882354
1812,2017-01-09 21:35:56.663,NJSD329975,10558-0000,Dryer 04,Good,Medium,Record,10% Max.,4280.212,3935.3999,91.9,21.5,0.0,6.5,28.0,Fragrance,183.04185581395348
1813,2017-01-10 17:06:05.890,NJSD329429,41340-0000,Dryer 01,Good,Medium,,2.5% TO 4% MAX,1341.9266,1100.0,82.0,1.8,12.5,1.2,15.5,Flavors,611.1111111111111
1814,2017-01-10 20:29:59.310,NJSD329039,24164-0000,Dryer 02,Good,Medium,,5% Max,12492.1284,11274.5,90.3,34.2,0.0,6.9,41.1,Flavors,329.6637426900584
1815,2017-01-11 01:48:03.837,PASD329261,40145-0000,Dryer 10,Good,Medium,Target 50g (33g - 68g) per 100 mL,"4.5% Target, 5% Max",4654.0656,3073.5,66.0,15.4,14.3,5.6,35.4,Flavors,199.57792207792207
1816,2017-01-11 02:02:12.060,NJSD329976,10558-0000,Dryer 04,Good,Medium,Record,10% Max.,4286.092,4310.1999,100.6,21.4,0.1,3.8,25.3,Fragrance,201.41121028037384
1817,2017-01-11 12:32:44.927,PASD329365,10559-0000,Dryer 07,Good,Medium,,3.5% Max,45063.3953,43500.0,96.5,57.3,3.0,16.9,77.2,Vitamin,759.1623036649215
1818,2017-01-11 13:01:11.900,PASD327072,41050-0000,Dryer 09,Good,High,Record bulk & tapped density,"2.5% Target, 5% Max",24.2991,16.23,66.8,28.8,1.7,0.0,30.5,Chemical,0.5635416666666667
1819,2017-01-12 03:31:15.330,NJSD330109,10558-0000,Dryer 04,Good,Medium,Record,10% Max.,4290.012,4436.1999,103.4,23.9,4.9,0.9,29.7,Fragrance,185.61505857740585
1820,2017-01-12 13:55:47.120,NJSD329367,24164-0000,Dryer 02,Good,Medium,,5% Max,25406.9637,23052.8,90.7,68.7,15.7,15.7,100.1,Flavors,335.5574963609898
1821,2017-01-12 17:14:54.460,NJSD328340,15255-0000,Dryer 01,Poor,Medium,,5% Max,6484.7439,5702.8998,87.9,14.0,7.1,1.7,22.8,Flavors,407.3499857142857
1822,2017-01-12 21:03:37.790,PASD328335,14195-0000,Dryer 10,Good,Medium,,5% Max,24098.7433,22701.1994,94.2,22.7,16.2,5.5,44.3,Flavors,1000.0528370044054
1823,2017-01-12 21:37:13.427,PASD329616,42089-0000,Dryer 08,Good,High,,5% Max,16202.3212,15450.0,95.4,28.7,11.7,3.5,44.0,Flavors,538.3275261324042
1824,2017-01-13 10:16:36.430,NJSD330111,10562-0000,Dryer 04,Good,Medium,,10% Max,4291.972,3821.9999,89.0,26.2,2.8,2.4,31.5,Fragrance,145.87785877862595
1825,2017-01-13 16:06:36.137,NJSD329729,41054-0000,Dryer 01,Good,Medium,,"3.75% Target, 3% MIN, 4.5% MAX",5052.8643,4618.4,91.4,8.5,7.9,0.2,16.6,Flavors,543.3411764705882
1826,2017-01-14 09:31:45.180,NJSD330162,10682-0000,Dryer 01,Good,Medium,,5% Max,4988.874,4691.0999,94.0,6.4,6.1,2.2,14.7,Flavors,732.9843593749999
1827,2017-01-14 21:03:56.083,NJSD329724,41208-0000,Dryer 04,Good,Medium,,0.04,690.9,628.0,90.9,7.4,3.2,2.8,13.4,Fragrance,84.86486486486486
1828,2017-01-15 01:07:15.783,NJSD329396,41616-0000,Dryer 01,Good,Medium,,5% Max,328.1503,310.3,94.6,0.4,6.0,0.4,6.8,Flavors,775.75
1829,2017-01-15 07:58:32.980,NJSD329164,10400-0000,Dryer 01,Good,Medium,,5% Max,624.0085,600.6,96.2,0.9,6.3,5.7,12.9,Flavors,667.3333333333334
1830,2017-01-15 11:47:32.873,NJSD329218,10196-0000,Dryer 04,Good,Medium,,4% Max,614.7872,551.0,89.6,4.4,7.6,0.0,12.0,Fragrance,125.22727272727272
1831,2017-01-15 21:39:47.620,NJSD329591,24251-0000,Dryer 01,Good,Medium,,5% Max,985.0795,916.0,93.0,1.5,7.6,1.1,10.2,Flavors,610.6666666666666
1832,2017-01-15 23:19:08.000,NJSD328199,24302-0000,Dryer 03,Good,Medium,,2.5% to 4.5%,22311.1781,20085.4,90.0,56.3,14.8,26.7,97.8,Fragrance,356.7566607460036
1833,2017-01-16 00:39:35.290,NJSD329219,41310-0000,Dryer 04,Good,Medium,,4% MAX,477.463,330.6,69.2,3.2,5.8,0.3,9.4,Fragrance,103.3125
1834,2017-01-16 10:23:15.910,NJSD329222,10339-0000,Dryer 04,Good,Medium,,0.018,439.92,400.0,90.9,1.7,5.1,0.0,6.8,Fragrance,235.29411764705884
1835,2017-01-16 14:00:51.963,NJSD329496,41340-0000,Dryer 01,Good,Medium,,2.5% TO 4% MAX,11007.7427,9500.0,86.3,20.7,9.5,7.1,37.3,Flavors,458.9371980676329
1836,2017-01-16 14:09:44.837,PASD329621,42099-0000,Dryer 10,Good,Medium,,5% Max,10962.3291,10150.0,92.6,13.0,6.3,0.3,19.5,Flavors,780.7692307692307
1837,2017-01-16 14:46:42.543,PASD329489,40242-0000,Dryer 06,Good,Medium,,3% Max,4059.9863,3537.1,87.1,10.1,11.4,1.7,23.3,Chemical,350.2079207920792
1838,2017-01-16 17:57:40.153,NJSD329003,10581-0000,Dryer 04,Good,Medium,,5% Max,3161.187,2779.7,87.9,16.6,8.4,9.0,34.0,Fragrance,167.45180722891564
1839,2017-01-16 18:39:54.787,NJSD329751,10240-0000,Dryer 02,Good,Medium,,5% Max,8346.0834,7350.0,88.1,19.7,9.2,4.4,33.3,Flavors,373.0964467005076
1840,2017-01-16 23:08:46.230,PASD329146,10426-0000,Dryer 07,Good,Medium,Loose: 0.25 - 0.45 g/cc,2% Max,16205.8624,14987.1996,92.5,32.7,1.2,0.0,33.9,Vitamin,458.3241467889908
1841,2017-01-17 11:58:26.690,PASD329708,10379-0000,Dryer 10,Good,Medium,,5% Max,25902.1168,25129.0,97.0,21.5,11.3,2.7,35.5,Flavors,1168.7906976744187
1842,2017-01-17 15:34:53.307,PASD328955,10320-0000,Dryer 06,Good,Medium,CHECK AND RECORD,11% Max,24369.2531,21694.7002,89.0,53.1,12.7,0.7,66.5,Chemical,408.56309227871935
1843,2017-01-18 03:58:15.370,NJSD329538,10183-0000,Dryer 01,Good,Medium,See Instructions,1.5 to 3.5%,931.8174,804.4,86.3,3.3,7.8,2.6,13.7,Flavors,243.75757575757575
1844,2017-01-18 04:50:09.150,NJSD329603,22145-0000,Dryer 04,Good,Medium,0.47 to 0.55 g/cc,1.7% Max.,934.9241,778.3,83.2,6.1,4.8,1.1,12.1,Fragrance,127.59016393442623
1845,2017-01-18 04:55:22.587,NJSD329336,15264-0000,Dryer 02,Good,Medium,,5% Max,16284.2204,15652.3,96.1,27.0,11.6,0.0,38.6,Flavors,579.7148148148148
1846,2017-01-18 09:23:27.000,PASD329807,10426-0000,Dryer 07,Good,Medium,Loose: 0.25 - 0.45 g/cc,2% Max,16019.328,14987.1996,93.6,31.4,15.3,2.0,48.8,Vitamin,477.29935031847134
1847,2017-01-18 17:31:41.933,NJSD329686,10029-0000,Dryer 04,Good,Medium,,1.7% Max,860.1655,783.2,91.1,5.0,9.3,0.0,14.3,Fragrance,156.64000000000001
1848,2017-01-18 18:12:54.420,NJSD329936,23169-0000,Dryer 01,Good,Low,,5% Max,3635.0002,3437.1999,94.6,5.4,14.0,0.0,19.4,Flavors,636.5185
1849,2017-01-19 01:17:15.200,PASD330119,23687-0000,Dryer 10,Good,Low,,5% Max,18481.2173,16750.0,90.6,25.3,2.6,4.9,32.7,Flavors,662.0553359683794
1850,2017-01-19 16:13:33.933,NJSD329566,40909-0000,Dryer 01,Good,Medium,,11% - 13%,2924.2998,2189.8,74.9,8.3,9.5,10.5,28.2,Flavors,263.8313253012048
1851,2017-01-19 17:59:35.003,NJSD330116,10360-0000,Dryer 04,Good,Medium,,3.5% Target (3% - 4% MAX),1982.5455,1640.6,82.8,16.1,8.3,5.6,29.9,Food Additive,101.90062111801241
1852,2017-01-19 20:03:51.180,NJSD329714,23870-0000,Dryer 02,Good,Medium,,5% Max,3476.158,3355.0,96.5,5.5,9.4,0.0,14.9,Flavors,610.0
1853,2017-01-20 12:01:12.890,NJSD328990,10022-0000,Dryer 03,Good,Medium,,5% Max,31947.3504,29820.0,93.3,34.6,10.5,13.3,58.3,Fragrance,861.849710982659
1854,2017-01-20 12:35:15.643,NJSD329860,41579-0000,Dryer 02,Good,Medium,,2.5% TO 4% MAX,6959.9985,6936.6,99.7,14.5,11.6,0.0,26.1,Flavors,478.38620689655176
1855,2017-01-20 22:29:51.443,NJSD329565,40158-0000,Dryer 01,Good,Medium,,6% Max,5526.716,5076.5,91.9,10.0,7.4,10.2,27.7,Flavors,507.65
1856,2017-01-21 00:19:59.750,NJSD330398,42106-0000,Dryer 04,Good,Medium,,2.4% Max,1440.9509,1352.5,93.9,14.7,5.4,7.4,27.5,Cosmetic,92.00680272108843
1857,2017-01-21 15:16:17.180,NJSD330057,10179-0000,Dryer 02,Good,Medium,,5% Max,979.2025,935.0,95.5,2.1,4.6,1.1,7.7,Flavors,445.23809523809524
1858,2017-01-21 23:27:31.827,NJSD329759,41925-0000,Dryer 02,Good,Medium,,5% Max,2800.72,2684.6,95.9,5.4,6.6,0.0,12.0,Flavors,497.1481481481481
1859,2017-01-22 03:08:27.117,NJSD329904,10672-0000,Dryer 01,Good,Medium,,5% Max,1059.6227,1000.0,94.4,4.0,7.4,2.9,14.3,Flavors,250.0
1860,2017-01-22 04:50:47.667,NJSD323506,10592-0000,Dryer 04,Good,Medium,,0.8% Max,4182.3562,4115.0,98.4,13.5,6.5,0.4,20.3,Chemical,304.81481481481484
1861,2017-01-22 12:08:34.603,NJSD329537,15032-0000,Dryer 02,Good,Medium,,3.5% Max,833.58,738.3,88.6,2.0,12.4,0.0,14.4,Flavors,369.15
1862,2017-01-22 18:53:07.543,NJSD329796,41054-0000,Dryer 01,Good,Medium,,"3.75% Target, 3% MIN, 4.5% MAX",3371.9411,3090.3,91.6,6.2,5.8,0.0,11.9,Flavors,498.43548387096774
1863,2017-01-22 23:00:54.620,NJSD329408,23699-0000,Dryer 03,Good,Low,0.01-0.71 g/mL,4% Max,10909.7252,10233.0,93.8,18.3,9.9,2.6,30.8,Fragrance,559.1803278688525
